0,1,2,3,4
32847,7,5,13,20
32848,9,6,11,20
32849,4,7,16,20
32850,8,6,12,20
32851,7,5,17,19
32852,12,4,6,20
32853,8,6,11,20
32854,6,3,20,20
32855,11,5,6,20
32856,5,6,19,16
32857,9,6,10,20
32858,8,3,14,20
32859,11,4,6,20
32860,7,7,13,20
32861,3,7,18,20
32862,5,7,18,17
32863,10,4,8,20
32864,7,5,14,20
32865,24,16,2,2
32866,6,2,20,20
32867,6,5,16,20
32868,7,3,16,20
32869,6,4,17,20
32870,5,4,18,20
32871,11,5,7,20
32872,7,3,20,20
32873,5,7,16,20
32874,9,4,11,20
32875,9,5,12,20
32876,11,3,8,20
32877,5,7,16,20
32878,9,6,11,20
32879,10,4,9,20
32880,6,8,19,11
32881,4,4,18,20
32882,5,6,18,20
32883,6,4,15,20
32884,10,4,9,20
32885,21,18,2,2
32886,12,5,4,19
32887,11,4,8,20
32888,9,6,12,20
32889,8,2,16,20
32890,9,3,8,20
32891,9,6,10,20
32892,8,4,10,20
32893,7,7,14,20
32894,19,22,1,1
32895,8,4,13,20
32896,5,8,20,18
32897,5,4,16,20
32898,8,5,13,20
32899,8,5,14,20
32900,6,4,14,20
32901,7,4,18,20
32902,8,5,13,20
32903,16,7,1,2
32904,5,7,19,20
32905,5,4,18,20
32906,8,6,13,19
32907,9,5,10,20
32908,6,6,16,20
32909,7,6,13,20
32910,6,6,15,20
32911,7,4,18,20
32912,8,2,13,20
32913,7,4,13,20
32914,12,5,4,19
32915,7,4,16,20
32916,10,6,10,20
32917,6,4,17,20
32918,6,4,20,18
32919,6,5,16,20
32920,10,6,9,20
32921,11,4,6,20
32922,9,3,12,20
32923,8,4,14,20
32924,5,8,14,20
32925,5,4,18,20
32926,5,8,20,15
32927,6,3,20,20
32928,7,3,13,20
32929,10,2,12,20
32930,3,7,19,20
32931,7,5,14,20
32932,7,3,16,20
32933,8,4,13,20
32934,24,18,1,1
32935,7,5,14,20
32936,9,4,14,20
32937,11,4,6,20
32938,5,4,20,19
32939,6,4,18,20
32940,7,5,14,20
32941,6,7,14,20
32942,7,3,16,20
32943,8,4,13,20
32944,5,4,17,20
32945,5,7,16,20
32946,7,4,16,20
32947,8,4,14,20
32948,9,5,12,20
32949,6,4,17,20
32950,6,4,17,20
32951,5,5,18,20
32952,7,4,16,20
32953,4,5,20,20
32954,6,4,20,20
32955,6,7,16,20
32956,6,7,15,20
32957,20,21,3,3
32958,12,5,5,20
32959,8,6,11,20
32960,2,7,20,18
32961,9,5,12,20
32962,7,4,13,20
32963,20,17,2,4
32964,3,6,20,18
32965,9,5,12,20
32966,6,5,18,20
32967,8,6,12,20
32968,7,4,17,20
32969,8,3,13,20
32970,10,6,11,20
32971,8,4,13,20
32972,13,9,5,16
32973,8,4,16,20
32974,9,4,11,20
32975,6,4,16,20
32976,5,5,19,20
32977,5,3,20,20
32978,8,3,14,20
32979,11,5,6,20
32980,5,7,16,20
32981,7,3,19,20
32982,8,18,13,7
32983,8,6,12,20
32984,5,5,16,20
32985,7,4,19,20
32986,12,4,6,20
32987,6,5,18,20
32988,3,8,18,20
32989,6,4,15,20
32990,6,4,16,20
32991,23,18,1,1
32992,4,18,19,5
32993,7,4,14,20
32994,5,3,20,20
32995,9,5,11,20
32996,27,7,1,1
32997,7,4,16,20
32998,7,4,15,20
32999,9,2,14,20
33000,8,10,1,1
33001,8,4,13,20
33002,8,5,11,20
33003,6,4,16,20
33004,5,4,17,20
33005,8,4,11,20
33006,8,2,14,20
33007,4,3,20,20
33008,7,4,19,18
33009,4,4,20,20
33010,5,1,20,20
33011,5,6,19,20
33012,11,4,7,20
33013,6,8,20,14
33014,9,7,10,20
33015,6,2,16,20
33016,6,3,15,20
33017,6,7,18,20
33018,6,3,17,20
33019,6,5,17,20
33020,6,5,16,20
33021,7,6,14,20
33022,4,4,19,20
33023,5,6,20,18
33024,9,4,10,20
33025,6,4,16,20
33026,8,5,12,20
33027,3,4,20,18
33028,9,20,1,1
33029,3,4,20,20
33030,9,3,11,20
33031,5,7,19,18
33032,9,6,12,16
33033,5,9,20,12
33034,11,3,10,20
33035,6,3,17,20
33036,10,5,10,20
33037,5,6,19,20
33038,6,7,20,18
33039,6,5,18,20
33040,10,3,10,19
33041,7,6,16,20
33042,4,4,20,20
33043,5,7,19,15
33044,5,6,19,20
33045,7,4,15,20
33046,7,6,18,20
33047,4,6,19,16
33048,10,4,12,20
33049,4,5,20,18
33050,7,6,13,20
33051,5,6,20,20
33052,7,6,13,20
33053,6,8,20,14
33054,3,5,20,19
33055,5,4,20,18
33056,6,2,18,20
33057,5,6,20,20
33058,14,8,10,11
33059,7,6,16,20
33060,6,4,19,20
33061,6,6,18,20
33062,25,18,2,1
33063,6,2,16,20
33064,4,5,20,19
33065,6,4,19,20
33066,5,5,18,20
33067,5,7,19,20
33068,5,4,19,20
33069,7,4,14,20
33070,9,5,12,19
33071,5,7,20,16
33072,8,5,13,20
33073,5,2,17,20
33074,6,5,18,20
33075,3,3,20,20
33076,13,18,7,5
33077,6,9,19,13
33078,8,4,14,20
33079,4,4,20,20
33080,8,5,14,20
33081,6,8,20,14
33082,8,7,11,20
33083,6,6,18,19
33084,12,4,4,20
33085,4,5,20,18
33086,11,4,8,20
33087,5,5,20,19
33088,6,4,14,20
33089,6,6,20,17
33090,6,2,17,20
33091,10,4,10,20
33092,11,4,6,20
33093,7,7,17,20
33094,8,4,14,20
33095,8,4,14,20
33096,4,3,19,20
33097,7,5,16,20
33098,8,7,13,19
33099,6,5,16,20
33100,9,2,14,20
33101,6,5,18,20
33102,8,3,16,20
33103,7,7,16,20
33104,8,7,11,20
33105,8,4,13,20
33106,5,5,17,20
33107,8,7,15,20
33108,12,5,6,19
33109,7,7,16,20
33110,10,4,10,20
33111,4,4,20,20
33112,8,4,14,20
33113,8,4,12,20
33114,10,23,3,2
33115,7,5,16,20
33116,9,3,11,20
33117,5,5,19,20
33118,8,4,14,20
33119,6,6,16,20
33120,6,5,16,20
33121,6,7,20,16
33122,11,4,8,20
33123,6,6,17,20
33124,13,5,3,20
33125,7,5,17,20
33126,4,6,19,20
33127,9,5,13,20
33128,16,13,3,14
33129,8,6,14,20
33130,8,5,12,20
33131,6,7,18,20
33132,9,5,10,20
33133,4,5,20,17
33134,8,6,12,20
33135,6,2,16,20
33136,20,10,1,3
33137,6,7,20,16
33138,9,6,12,20
33139,7,5,15,20
33140,13,22,2,3
33141,7,6,16,20
33142,6,4,18,20
33143,4,5,19,20
33144,8,6,12,20
33145,7,5,14,20
33146,8,4,14,20
33147,8,6,14,20
33148,6,4,18,20
33149,4,5,20,20
33150,12,11,11,13
33151,6,4,17,20
33152,19,10,1,2
33153,5,7,19,20
33154,7,2,16,20
33155,22,20,1,1
33156,9,6,12,20
33157,5,5,20,18
33158,6,4,18,20
33159,6,2,17,20
33160,11,7,12,16
33161,3,5,20,20
33162,7,4,16,20
33163,4,5,20,19
33164,8,7,12,20
33165,4,5,20,20
33166,13,4,3,19
33167,5,3,20,20
33168,7,3,16,20
33169,4,5,20,20
33170,7,7,12,20
33171,5,7,20,20
33172,14,23,3,1
33173,6,4,16,20
33174,8,7,12,20
33175,9,4,11,20
33176,13,4,4,20
33177,6,5,19,20
33178,11,3,8,20
33179,7,5,15,20
33180,6,4,20,18
33181,5,5,20,19
33182,6,6,15,20
33183,10,4,8,20
33184,4,16,20,8
33185,6,4,15,20
33186,3,5,20,20
33187,7,6,15,20
33188,13,4,3,20
33189,6,5,15,20
33190,13,4,3,20
33191,10,4,10,20
33192,5,6,20,18
33193,7,5,16,20
33194,7,5,13,20
33195,6,6,17,20
33196,6,6,16,20
33197,6,6,19,16
33198,8,5,12,20
33199,8,5,14,20
33200,5,6,18,20
33201,6,5,18,20
33202,6,5,17,20
33203,5,7,20,14
33204,5,5,18,20
33205,7,4,15,20
33206,7,4,14,20
33207,7,2,16,20
33208,5,3,16,20
33209,7,2,14,20
33210,7,10,1,1
33211,6,6,16,20
33212,7,6,14,20
33213,4,4,18,20
33214,6,5,18,20
33215,8,6,13,20
33216,10,13,11,12
33217,6,3,18,20
33218,9,6,10,19
33219,4,4,20,20
33220,9,20,1,1
33221,6,9,19,14
33222,7,4,16,20
33223,4,4,17,20
33224,9,3,11,20
33225,6,4,16,20
33226,8,22,3,2
33227,9,3,12,20
33228,6,3,20,20
33229,5,4,15,20
33230,7,4,15,20
33231,9,4,9,20
33232,11,16,5,11
33233,5,4,19,20
33234,5,7,16,19
33235,6,8,19,14
33236,7,5,14,20
33237,4,4,20,19
33238,5,5,20,17
33239,3,5,19,20
33240,8,5,13,20
33241,22,22,1,2
33242,8,5,15,20
33243,7,4,15,20
33244,6,4,16,20
33245,5,9,20,13
33246,5,5,18,20
33247,6,8,20,14
33248,7,5,13,20
33249,5,6,19,20
33250,7,4,14,20
33251,6,5,17,20
33252,6,6,16,20
33253,4,5,20,18
33254,6,6,19,18
33255,8,6,15,20
33256,8,6,12,20
33257,5,5,19,20
33258,9,2,12,20
33259,9,4,11,20
33260,8,5,18,20
33261,3,6,19,18
33262,15,24,2,1
33263,5,6,16,20
33264,8,3,13,19
33265,7,6,15,20
33266,12,5,5,20
33267,6,7,20,20
33268,13,4,3,20
33269,8,2,15,20
33270,10,5,10,20
33271,6,7,18,20
33272,6,3,18,19
33273,6,5,18,20
33274,6,6,19,16
33275,9,6,12,20
33276,8,4,12,20
33277,5,4,17,20
33278,9,4,11,20
33279,8,4,14,20
33280,4,8,20,20
33281,4,4,19,20
33282,7,5,17,20
33283,4,5,20,20
33284,2,8,20,20
33285,8,6,16,20
33286,9,7,10,20
33287,4,8,20,20
33288,8,5,15,20
33289,6,5,19,20
33290,17,16,3,3
33291,6,7,15,20
33292,6,4,18,20
33293,4,5,20,19
33294,6,5,16,20
33295,6,4,17,20
33296,7,4,16,20
33297,6,4,16,20
33298,13,5,3,20
33299,7,6,14,20
33300,8,6,13,20
33301,8,6,18,20
33302,6,4,18,20
33303,6,22,1,1
33304,2,7,20,18
33305,7,2,16,20
33306,5,7,20,15
33307,5,7,18,20
33308,8,6,14,20
33309,6,5,18,20
33310,12,5,6,20
33311,8,7,15,20
33312,6,5,18,20
33313,7,7,16,20
33314,8,3,15,19
33315,6,6,15,20
33316,6,17,1,2
33317,9,5,15,20
33318,8,3,16,20
33319,7,4,13,20
33320,6,4,16,20
33321,6,9,20,13
33322,7,5,15,19
33323,7,5,18,20
33324,6,5,19,20
33325,8,6,16,20
33326,11,5,7,20
33327,5,4,19,20
33328,6,3,16,20
33329,5,7,18,20
33330,4,3,20,20
33331,6,6,18,20
33332,12,4,5,20
33333,5,4,19,20
33334,6,6,19,17
33335,8,6,15,20
33336,5,6,16,20
33337,6,6,20,18
33338,7,9,16,15
33339,8,4,16,20
33340,5,6,20,17
33341,8,3,14,20
33342,6,4,20,18
33343,7,5,16,20
33344,7,3,14,20
33345,4,4,19,20
33346,5,4,16,20
33347,7,5,17,20
33348,4,8,20,18
33349,6,21,4,2
33350,10,5,10,20
33351,4,5,18,20
33352,11,13,9,12
33353,6,6,18,20
33354,10,5,8,20
33355,6,5,20,20
33356,7,7,13,20
33357,6,24,3,2
33358,4,6,20,19
33359,17,19,1,1
33360,9,7,10,20
33361,4,4,20,20
33362,6,6,18,20
33363,4,5,20,18
33364,9,4,14,20
33365,6,10,20,12
33366,7,6,12,20
33367,4,7,20,16
33368,12,4,5,20
33369,5,5,20,20
33370,12,4,6,20
33371,7,5,14,20
33372,6,6,15,19
33373,6,4,16,20
33374,13,4,4,20
33375,7,6,14,20
33376,7,5,16,20
33377,10,4,10,20
33378,7,5,14,20
33379,6,2,18,20
33380,8,6,13,20
33381,4,5,20,20
33382,10,23,5,2
33383,7,4,15,20
33384,5,6,16,20
33385,8,4,14,20
33386,8,9,18,15
33387,6,5,19,20
33388,5,5,20,19
33389,5,6,20,16
33390,8,5,13,20
33391,6,5,19,20
33392,8,5,14,19
33393,6,8,20,20
33394,13,4,5,20
33395,5,7,20,20
33396,12,4,4,20
33397,7,10,1,1
33398,11,4,8,20
33399,4,6,19,20
33400,6,4,16,20
33401,6,3,18,20
33402,7,7,14,20
33403,4,5,20,18
33404,4,5,20,20
33405,7,7,18,20
33406,11,6,7,20
33407,7,5,14,20
33408,7,7,17,20
33409,7,8,20,16
33410,9,3,11,20
33411,8,5,15,20
33412,6,5,16,20
33413,6,4,17,20
33414,6,4,19,20
33415,9,5,13,20
33416,11,5,6,20
33417,8,4,13,20
33418,12,5,5,20
33419,6,5,18,20
33420,7,4,14,20
33421,6,5,15,20
33422,8,5,12,20
33423,5,8,20,18
33424,9,4,10,20
33425,6,5,17,20
33426,5,3,20,20
33427,4,5,20,18
33428,12,4,5,20
33429,6,4,17,20
33430,7,6,17,20
33431,6,7,19,20
33432,7,5,14,20
33433,9,5,12,20
33434,7,4,16,17
33435,5,3,18,20
33436,7,3,17,20
33437,6,8,19,16
33438,9,4,10,20
33439,5,5,20,20
33440,12,4,5,20
33441,10,14,2,2
33442,6,4,20,19
33443,9,5,12,20
33444,4,4,19,20
33445,4,5,16,20
33446,11,5,8,19
33447,8,6,15,20
33448,7,5,16,20
33449,6,3,17,20
33450,5,3,19,19
33451,9,6,15,20
33452,10,5,10,20
33453,8,5,16,20
33454,13,17,5,5
33455,8,7,15,20
33456,12,4,5,20
33457,7,5,15,20
33458,12,5,5,20
33459,5,8,20,20
33460,9,5,11,20
33461,7,6,16,20
33462,13,4,4,20
33463,5,3,17,20
33464,9,5,10,20
33465,6,4,16,20
33466,24,14,1,2
33467,11,4,6,20
33468,3,5,20,20
33469,6,5,14,20
33470,2,7,20,20
33471,7,4,14,20
33472,5,5,20,20
33473,5,5,16,20
33474,9,3,13,20
33475,24,10,2,1
33476,7,4,17,20
33477,8,2,16,20
33478,7,5,15,20
33479,2,7,18,20
33480,12,4,6,19
33481,6,5,16,20
33482,15,13,1,1
33483,7,7,12,20
33484,8,4,15,20
33485,5,4,20,20
33486,8,2,16,20
33487,11,4,7,20
33488,7,4,15,20
33489,6,5,20,18
33490,7,5,16,20
33491,6,5,16,20
33492,5,5,20,20
33493,4,5,20,20
33494,7,5,13,20
33495,6,6,20,19
33496,6,5,18,20
33497,5,2,18,20
33498,11,5,8,19
33499,2,9,6,7
33500,4,5,18,20
33501,5,5,20,19
33502,6,4,20,20
33503,12,4,5,20
33504,9,5,10,20
33505,4,4,20,20
33506,13,18,3,7
33507,5,5,20,20
33508,11,5,6,20
33509,5,6,16,20
33510,7,6,13,20
33511,6,6,20,20
33512,8,4,13,20
33513,8,2,14,20
33514,10,5,10,20
33515,2,8,20,20
33516,13,5,3,19
33517,8,5,16,20
33518,6,3,18,20
33519,7,6,16,20
33520,8,3,15,20
33521,7,6,12,20
33522,4,6,20,19
33523,7,5,14,20
33524,7,7,12,20
33525,4,9,2,2
33526,6,3,20,20
33527,6,8,15,20
33528,5,4,20,20
33529,6,5,14,20
33530,8,7,11,20
33531,7,7,14,20
33532,7,4,14,20
33533,8,5,13,20
33534,7,4,16,20
33535,17,20,1,1
33536,6,5,16,20
33537,5,20,5,2
33538,5,4,18,20
33539,9,10,10,15
33540,6,3,16,20
33541,7,4,14,20
33542,9,3,11,20
33543,12,7,9,20
33544,7,7,12,20
33545,5,5,16,19
33546,8,5,16,20
33547,6,4,20,20
33548,9,3,15,20
33549,8,3,13,20
33550,8,2,16,20
33551,5,7,9,9
33552,4,6,19,20
33553,9,18,1,1
33554,6,5,14,20
33555,8,18,3,1
33556,12,5,4,19
33557,6,5,17,20
33558,14,25,1,1
33559,8,2,15,20
33560,8,2,14,20
33561,8,6,13,20
33562,6,4,16,20
33563,6,6,15,19
33564,10,13,10,9
33565,18,17,1,1
33566,5,4,17,20
33567,12,4,5,20
33568,4,4,18,20
33569,7,5,13,20
33570,12,14,1,1
33571,7,7,12,20
33572,6,4,18,20
33573,6,22,2,3
33574,6,5,17,20
33575,7,6,19,20
33576,9,5,11,20
33577,13,5,5,20
33578,7,4,15,20
33579,6,5,18,20
33580,9,5,13,20
33581,7,6,11,20
33582,6,7,13,20
33583,2,5,20,20
33584,7,2,17,20
33585,10,3,10,20
33586,12,5,5,20
33587,4,4,17,20
33588,19,14,1,1
33589,5,5,16,20
33590,8,4,10,20
33591,5,4,18,20
33592,7,6,13,20
33593,5,6,19,18
33594,8,22,2,2
33595,20,21,1,1
33596,9,3,10,20
33597,8,7,13,20
33598,20,19,1,1
33599,7,7,14,20
33600,10,4,8,20
33601,5,1,19,20
33602,5,4,16,20
33603,22,6,4,3
33604,8,3,13,20
33605,6,6,20,19
33606,16,7,1,1
33607,6,4,13,20
33608,8,4,15,20
33609,3,6,20,19
33610,4,6,20,18
33611,15,8,6,2
33612,6,6,12,20
33613,8,5,13,20
33614,5,6,18,19
33615,10,4,10,20
33616,14,26,1,1
33617,8,24,2,2
33618,5,7,16,20
33619,9,2,12,20
33620,7,4,16,20
33621,8,6,16,20
33622,8,4,14,20
33623,14,20,1,2
33624,6,4,15,20
33625,7,6,14,20
33626,10,3,12,20
33627,16,23,1,1
33628,13,4,4,20
33629,8,2,14,20
33630,4,6,20,20
33631,6,5,17,20
33632,5,6,20,18
33633,9,11,2,2
33634,11,4,8,20
33635,7,7,12,20
33636,8,5,13,20
33637,7,6,14,20
33638,7,5,12,20
33639,4,7,16,20
33640,4,4,19,20
33641,4,4,20,20
33642,3,6,19,20
33643,6,7,16,20
33644,6,4,15,20
33645,6,5,18,20
33646,13,4,6,20
33647,6,4,17,20
33648,11,5,6,20
33649,6,18,9,7
33650,7,6,14,20
33651,6,6,13,20
33652,12,5,5,20
33653,8,6,12,20
33654,12,6,6,19
33655,7,19,4,6
33656,5,6,16,20
33657,8,4,15,20
33658,12,5,6,20
33659,7,4,20,20
33660,4,8,16,20
33661,3,21,2,2
33662,7,3,16,20
33663,13,5,5,19
33664,7,5,16,20
33665,7,5,16,20
33666,5,4,20,20
33667,13,4,4,20
33668,9,5,12,20
33669,7,5,16,20
33670,6,4,17,20
33671,20,6,1,1
33672,10,10,1,1
33673,5,4,20,20
33674,8,4,15,19
33675,16,18,1,1
33676,4,6,16,20
33677,7,4,16,20
33678,10,21,1,1
33679,19,12,1,1
33680,4,3,18,20
33681,5,7,13,20
33682,8,6,12,20
33683,6,7,14,20
33684,12,5,5,19
33685,8,5,14,20
33686,7,4,13,20
33687,8,18,9,7
33688,7,3,17,20
33689,9,2,12,20
33690,7,4,16,20
33691,6,4,15,20
33692,7,3,16,20
33693,8,3,14,20
33694,5,4,17,20
33695,6,4,16,20
33696,7,6,15,20
33697,4,4,19,20
33698,7,4,14,19
33699,7,7,13,20
33700,6,8,13,15
33701,7,7,12,19
33702,8,12,4,4
33703,6,4,17,20
33704,10,4,10,20
33705,10,4,7,20
33706,14,9,2,15
33707,7,4,13,20
33708,10,6,10,20
33709,6,5,15,20
33710,6,6,17,20
33711,6,5,17,20
33712,7,6,13,20
33713,7,19,1,1
33714,7,5,14,20
33715,9,3,12,20
33716,4,4,18,20
33717,6,7,15,20
33718,20,15,1,1
33719,8,5,13,20
33720,11,9,15,15
33721,9,6,10,20
33722,6,4,16,20
33723,6,4,16,20
33724,8,3,14,19
33725,12,4,4,20
33726,15,18,2,6
33727,8,4,12,20
33728,9,3,10,20
33729,8,6,12,20
33730,8,3,13,20
33731,7,5,16,20
33732,7,5,16,20
33733,7,5,16,20
33734,5,6,20,17
33735,8,2,14,20
33736,7,8,12,20
33737,8,7,12,20
33738,9,5,10,20
33739,5,4,19,20
33740,5,6,18,20
33741,8,5,13,20
33742,17,5,2,1
33743,5,4,20,20
33744,8,6,11,20
33745,7,5,14,20
33746,12,20,4,6
33747,6,6,16,20
33748,8,4,14,20
33749,5,5,19,20
33750,9,4,11,20
33751,9,2,13,20
33752,7,4,13,20
33753,6,7,18,20
33754,3,5,20,20
33755,8,5,14,20
33756,10,7,8,20
33757,8,6,12,20
33758,11,4,7,20
33759,4,8,18,20
33760,8,6,12,20
33761,8,6,11,20
33762,8,7,12,20
33763,7,4,12,20
33764,9,7,11,20
33765,9,5,11,20
33766,8,5,14,20
33767,6,5,17,20
33768,6,7,16,19
33769,12,4,5,20
33770,7,5,15,20
33771,9,4,11,20
33772,5,5,18,20
33773,9,4,13,20
33774,12,5,6,20
33775,7,3,16,20
33776,5,4,20,20
33777,9,4,11,20
33778,8,5,13,20
33779,9,2,12,20
33780,7,5,15,20
33781,12,5,6,20
33782,10,3,11,19
33783,9,7,12,20
33784,8,6,12,20
33785,7,3,16,20
33786,6,5,16,20
33787,8,6,12,20
33788,7,6,18,20
33789,9,4,12,20
33790,5,15,6,5
33791,8,6,12,20
33792,4,5,20,20
33793,7,6,14,20
33794,10,2,12,20
33795,5,19,1,1
33796,6,5,16,20
33797,6,7,16,20
33798,6,6,18,20
33799,10,4,8,20
33800,10,5,9,20
33801,9,5,12,20
33802,7,5,14,20
33803,6,5,15,20
33804,6,5,18,20
33805,8,5,12,20
33806,17,22,1,2
33807,6,4,16,20
33808,8,5,12,20
33809,9,6,12,20
33810,21,9,1,1
33811,7,5,18,20
33812,6,5,20,15
33813,8,4,13,20
33814,9,3,14,19
33815,6,20,2,1
33816,7,5,13,20
33817,7,5,14,20
33818,8,4,14,20
33819,6,3,17,20
33820,12,19,6,6
33821,7,6,1,1
33822,7,7,16,20
33823,5,4,20,20
33824,8,4,12,20
33825,7,5,16,20
33826,12,4,7,20
33827,6,5,16,20
33828,7,5,14,20
33829,7,2,16,20
33830,10,7,11,19
33831,8,6,1,1
33832,4,6,20,18
33833,7,7,16,19
33834,9,7,10,20
33835,8,4,14,20
33836,4,7,19,18
33837,8,5,12,20
33838,13,24,1,1
33839,9,5,12,20
33840,6,4,16,20
33841,11,4,7,20
33842,9,5,12,19
33843,7,3,16,20
33844,5,7,20,15
33845,8,5,13,20
33846,8,5,14,20
33847,5,5,19,20
33848,5,5,18,20
33849,6,6,17,20
33850,12,4,6,20
33851,7,7,14,20
33852,6,5,16,20
33853,7,6,13,20
33854,5,4,18,20
33855,7,6,14,20
33856,9,4,10,20
33857,6,3,16,20
33858,10,16,9,9
33859,6,6,16,20
33860,5,7,16,20
33861,11,5,8,20
33862,8,6,14,20
33863,5,4,20,19
33864,5,4,20,19
33865,10,4,8,20
33866,9,5,14,20
33867,3,7,19,20
33868,12,4,6,20
33869,10,4,9,20
33870,4,8,16,20
33871,11,3,8,20
33872,6,6,14,19
33873,7,7,13,20
33874,6,5,18,20
33875,8,5,13,20
33876,7,5,16,20
33877,7,5,14,20
33878,5,3,16,20
33879,8,2,14,20
33880,9,3,11,20
33881,6,4,15,20
33882,6,5,16,20
33883,7,4,13,20
33884,8,5,14,20
33885,6,7,16,20
33886,8,3,14,20
33887,7,3,1,1
33888,5,4,18,20
33889,8,5,10,20
33890,7,4,15,20
33891,10,6,9,20
33892,10,5,9,20
33893,9,5,12,20
33894,6,4,16,19
33895,7,4,15,20
33896,6,5,14,20
33897,7,4,16,20
33898,8,5,13,20
33899,8,6,13,20
33900,6,5,15,20
33901,8,2,14,20
33902,11,5,6,20
33903,6,18,1,1
33904,5,5,20,18
33905,6,6,18,18
33906,17,20,3,1
33907,7,6,14,20
33908,7,4,13,20
33909,7,5,18,20
33910,16,17,5,5
33911,7,5,14,20
33912,2,7,18,20
33913,7,7,13,20
33914,7,5,15,20
33915,6,5,16,20
33916,19,16,2,1
33917,9,5,11,20
33918,12,4,6,19
33919,8,2,13,20
33920,2,7,20,20
33921,5,4,19,20
33922,5,6,20,15
33923,7,4,15,20
33924,13,4,4,20
33925,7,5,16,20
33926,7,5,14,20
33927,10,2,10,20
33928,14,20,7,4
33929,8,2,13,20
33930,7,11,17,12
33931,8,6,14,20
33932,6,5,14,20
33933,6,4,16,20
33934,9,3,11,20
33935,10,4,10,20
33936,13,4,4,19
33937,11,4,7,20
33938,6,4,20,18
33939,7,5,14,20
33940,7,4,16,20
33941,5,3,18,20
33942,12,6,5,19
33943,8,4,12,20
33944,9,6,10,20
33945,7,4,16,20
33946,9,4,11,20
33947,6,5,18,20
33948,5,8,16,20
33949,8,4,12,20
33950,6,8,18,18
33951,4,3,19,20
33952,7,4,16,20
33953,3,4,20,19
33954,8,4,14,20
33955,4,6,19,16
33956,5,6,19,18
33957,8,7,14,20
33958,7,6,12,20
33959,9,5,13,20
33960,8,3,14,20
33961,9,5,12,20
33962,11,23,2,2
33963,5,5,18,20
33964,8,6,12,20
33965,7,4,13,20
33966,6,5,16,20
33967,4,4,20,19
33968,7,17,8,6
33969,2,5,20,20
33970,7,5,14,20
33971,6,4,16,20
33972,9,20,9,5
33973,7,9,11,14
33974,12,25,2,2
33975,8,3,13,20
33976,4,5,20,20
33977,8,7,14,20
33978,7,5,16,20
33979,8,5,13,20
33980,9,3,13,20
33981,10,6,9,20
33982,7,4,19,19
33983,5,4,18,20
33984,9,2,12,20
33985,7,4,16,20
33986,7,4,13,20
33987,3,4,20,18
33988,4,7,18,20
33989,2,5,19,20
33990,8,6,12,20
33991,6,4,19,19
33992,13,5,4,19
33993,19,3,1,1
33994,7,6,14,20
33995,7,6,15,20
33996,7,7,12,20
33997,6,4,17,20
33998,13,12,3,13
33999,6,7,16,20
34000,5,5,16,20
34001,9,4,12,20
34002,7,11,7,11
34003,9,3,12,20
34004,10,5,10,20
34005,7,7,19,16
34006,7,3,12,20
34007,4,4,20,20
34008,13,4,4,20
34009,8,3,13,20
34010,5,4,16,20
34011,9,5,14,20
34012,7,3,16,20
34013,19,6,1,2
34014,4,4,20,20
34015,6,3,17,20
34016,8,5,12,20
34017,9,4,12,20
34018,3,5,20,20
34019,7,7,13,20
34020,8,5,12,20
34021,6,4,20,20
34022,8,5,12,20
34023,2,4,19,20
34024,9,3,11,20
34025,7,4,14,20
34026,6,5,15,20
34027,7,4,16,20
34028,5,5,20,19
34029,8,5,16,20
34030,8,4,17,20
34031,9,6,12,20
34032,5,9,16,19
34033,8,5,14,20
34034,8,5,14,20
34035,5,5,20,20
34036,14,5,8,8
34037,5,4,18,20
34038,8,4,11,20
34039,8,8,18,16
34040,4,7,20,18
34041,16,8,8,2
34042,8,5,14,20
34043,4,4,20,20
34044,6,7,13,20
34045,6,4,18,20
34046,9,2,12,19
34047,9,6,13,20
34048,10,19,2,1
34049,7,2,15,20
34050,8,15,1,1
34051,7,4,16,20
34052,5,7,20,17
34053,8,3,12,20
34054,5,4,18,20
34055,9,6,14,20
34056,7,4,19,20
34057,6,3,17,20
34058,10,18,11,7
34059,8,4,13,20
34060,7,3,16,20
34061,7,4,16,20
34062,6,3,16,20
34063,9,6,12,20
34064,5,4,19,20
34065,6,8,20,14
34066,6,7,14,20
34067,5,4,20,19
34068,20,17,2,1
34069,9,7,6,7
34070,6,4,16,20
34071,6,3,16,20
34072,8,7,12,19
34073,5,4,19,20
34074,11,4,7,20
34075,8,5,16,20
34076,7,5,13,19
34077,7,4,16,20
34078,7,5,15,20
34079,9,7,13,20
34080,11,6,8,20
34081,6,7,17,20
34082,8,5,14,20
34083,7,4,15,20
34084,5,4,18,20
34085,3,5,20,18
34086,9,5,13,20
34087,3,4,20,18
34088,6,6,14,20
34089,2,5,20,18
34090,8,5,12,20
34091,7,4,16,20
34092,8,19,4,4
34093,6,5,20,20
34094,5,6,16,19
34095,4,5,20,18
34096,17,20,1,1
34097,5,4,20,20
34098,13,9,2,1
34099,4,6,20,18
34100,8,20,1,1
34101,12,12,1,1
34102,5,5,20,19
34103,8,6,14,20
34104,8,6,12,20
34105,2,6,20,18
34106,8,10,15,12
34107,7,5,18,20
34108,8,5,14,20
34109,5,5,20,18
34110,7,7,16,20
34111,7,6,15,20
34112,8,5,13,20
34113,4,4,20,20
34114,10,5,12,20
34115,22,4,1,1
34116,5,4,18,20
34117,7,3,16,20
